ES	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
SI	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
RO	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
PT	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
NL	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
MT	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
LT	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
IT	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
HU	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
EL	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
DE	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
FR	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
FI	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
CZ	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
CY	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e58ded93e2
DK 	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e583ebcacf&timestamp=1576674492333
BG	Art7	https://webgate.ec.testa.eu/Ares/document/show.do?documentId=080166e5841954ed&timestamp=1576674492333
SE	Art7	https://webgate.ec.testa.eu/Ares/renditionDownload/download.do?itemId=090166e58696a31c
